NAME,AIaaS Stack Level,Category,Industry,Sub-Category,Description,URL,Source(s),,,,,,
Via Science,AutoML,Data Analytics for Business Decisions,N/A,Constultancy,"Communities are cleaner, safer, and more equitable when they Solve with VIA.",http://www.viascience.com/,FirstMark,,,,,,
Electrifai,AutoML,Data Analytics for Business Decisions,N/A,Constultancy,"Drive Revenue, Reduce Cost, Mitigate Risks Through Machine Learning.",https://electrifai.net/,FirstMark,,,,,,
Think Big Analytics,AutoML,Data Analytics for Business Decisions,N/A,Constultancy,Think Big. Think Big Analytics is a global business analytics consultancy. We help companies achieve high-impact outcomes buy giving them straig...,https://thinkbiganalytics.com/,FirstMark,,,,,,
Accenture,AutoML,Data Analytics for Business Decisions,N/A,Constultancy,Total Enterprise Reinvention,https://www.accenture.com/,FirstMark,,,,,,
Booz,AutoML,Data Analytics for Business Decisions,N/A,Constultancy,"We develop solutions that pair our best-in-class data scientists with 
emerging technologies.",https://www.boozallen.com/expertise/analytics.html,FirstMark,,,,,,
Alteryx,AutoML,Data Analytics for Business Decisions,N/A,Data Analyst Platforms,"The Alteryx Analytics Automation Platform delivers end-to-end automation of 
analytics, machine learning, and data science processes that accelerate 
digital transformation.",http://www.alteryx.com/,FirstMark,,,,,,
Pentaho,AutoML,Data Analytics for Business Decisions,N/A,Data Analyst Platforms,"Data integration and analytics platform powered by Pentaho to manage data 
at scale for rapid business innovation, ease of use, and self-service 
automation and orchestration.",http://www.pentaho.com/,FirstMark,,,,,,
Einblick,AutoML,Data Analytics for Business Decisions,N/A,Data Analyst Platforms,"Einblick is the fastest and most collaborative way to explore data, create 
predictions, and deploy data apps.",https://einblick.ai/,FirstMark,,,,,,
Kleene.ai,AutoML,Data Analytics for Business Decisions,N/A,Data Analyst Platforms,"We combine all data sources in one place, translate them into one language 
and organize everything to make it easier for teams to work with.",https://kleene.ai/,FirstMark,,,,,,
Precog,AutoML,Data Analytics for Business Decisions,N/A,Data Analyst Platforms,"Precog’s universal data integration (ELT) solution makes it easy to get the 
data in your 3rd-party apps into your BI, ML, and custom applications",https://precog.com/,FirstMark,,,,,,
Switchboard,AutoML,Data Analytics for Business Decisions,N/A,Data Analyst Platforms,"Aggregate disparate data at scale, reliably and in real-time, to make 
better business decisions with Switchboard - a data engineering automation 
platform used by market-leading digital companies.",https://switchboard-software.com/,FirstMark,,,,,,
y42,AutoML,Data Analytics for Business Decisions,N/A,Data Analyst Platforms,"Y42 is the first fully managed Modern DataOps Cloud for production-ready 
data pipelines on top of Google BigQuery and Snowflake.",https://www.y42.com/,FirstMark,,,,,,
Atlan,AutoML,Data Analytics for Business Decisions,N/A,Data Catalog & Discovery (Analytics),"Atlan is an active metadata platform for modern data teams, that helps them 
discover, understand, trust, and collaborate on data assets.",http://atlan.com,FirstMark,,,,,,
Metaphor Data,AutoML,Data Analytics for Business Decisions,N/A,Data Catalog & Discovery (Analytics),"Making Data Actionable, At Scale - Designed for data teams building 
cloud-native, self-service data platforms for their business users",http://metaphor.io,FirstMark,,,,,,
Secoda,AutoML,Data Analytics for Business Decisions,N/A,Data Catalog & Discovery (Analytics),"Level up your data stack with Secoda, the modern data catalog and lineage 
portal built for data teams. Discover and document all of your metadata in 
one place.",http://secoda.co,FirstMark,,,,,,
SelectStar,AutoML,Data Analytics for Business Decisions,N/A,Data Catalog & Discovery (Analytics),"Select Star, data management platform that helps to browse data catalogs to 
find, organize, maintain and understand your data. Sign up for a FREE trial.",http://selectstar.com,FirstMark,,,,,,
Stemma,AutoML,Data Analytics for Business Decisions,N/A,Data Catalog & Discovery (Analytics),"Stemma is a fully managed data catalog, powered by the leading open-source 
data catalog, Amundsen",http://stemma.ai,FirstMark,,,,,,
data.world,AutoML,Data Analytics for Business Decisions,N/A,Data Catalog & Discovery (Analytics),"data.world's cloud-native data catalog makes it easy for everyone—not just 
the ""data people""—to get clear, accurate, fast answers to any business 
question.",http://www.data.world,FirstMark,,,,,,
Zeenea,AutoML,Data Analytics for Business Decisions,N/A,Data Catalog & Discovery (Analytics),"With our data discovery platform, provide a next-generation workspace for 
your data teams to find, understand and collaborate on your data.",http://zeenea.com,FirstMark,,,,,,
Snowboard Software,AutoML,Data Analytics for Business Decisions,N/A,Data Catalog & Discovery (Analytics),"The workspace for analytics, at scale. Data Catalog 🔎, Data Observability 
🚨 and Metric Store 📈",https://www.snowboard.software/,FirstMark,,,,,,
Primer,AutoML,Data Analytics for Business Decisions,N/A,"Government & Intelligence, Vertical","At Primer, we help organizations make the best use of their investment in 
data, by using best-in-class machine learning and natural language 
processing technologies. ""* Primer lets organizations quickly explore and utilize the world’s exponentially growing sources of text-based information. 
- Our best-in-class machine intelligence solutions help you answer complex questions in real time with human-level precision.""",https://primer.ai/,"FirstMark, ScaleVP",,,,,,
CloudMinds,AutoML,Data Analytics for Business Decisions,N/A,Industrial (Robotics),"CloudMinds is a cloud intelligent robot operator. CloudMinds is providing professional robot operation services for customers in various industries. It has launched welcome robots using cloud intelligence, security patrol robots, indoor cleaning robots, and smart retail robots. Virtual explanation robot and other service robot solutions",http://cloudminds.com,FirstMark,,,,,,
Inspirient,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"Discover new insights in your business data more efficiently than ever 
before, with Inspirient’s autonomous analytics platform!",https://www.inspirient.com/,FirstMark,,,,,,
Macheye,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"MachEye empowers decision intelligence for digital enterprises with what, 
why, and how of data. Make your data consumable and actionable. Get started 
now!",https://www.macheye.com/,FirstMark,,,,,,
Luminoso,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"Natural language understanding for text analytics for insights 
professionals - across any industry & all technical levels. Request a demo 
of our best-in-class text analytics platform today.",http://luminoso.com/,FirstMark,,,,,,
Attivio,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"Attivio provides industry-leading natural language processing, machine 
learning, text analytics, and AI-powered search capabilities at scale.",http://www.attivio.com/,FirstMark,,,,,,
maya,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,A market intelligence engine that combines business with external data to develop faster and more accurate decisions.,https://meetmaya.world/,FirstMark,,,,,,
Quid,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"NetBase Quid delivers AI-powered consumer and market intelligence to enable 
business reinvention in a noisy and unpredictable world.",https://quid.com/,FirstMark,,,,,,
Dataminr,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"Customers rely on Dataminr’s AI platform for early signals of high-impact events and emerging risks, to respond with confidence and manage crises more effectively",https://www.dataminr.com/,FirstMark,,,,,,
FiscalNote,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"The #1 most trusted partner for managing the global issues and policy 
affairs that present the biggest risks and opportunities to your 
organization.",https://www.fiscalnote.com/,FirstMark,,,,,,
Forge.AI,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"Unstructured data transformed into computational fuel that accelerates analytics, decision making & predictive modeling.",https://www.forge.ai/,FirstMark,,,,,,
OpenDataSoft,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"The all-in-one platform that empowers your whole team to accelerate wider 
data usage and generate value in your ecosystems.",https://www.opendatasoft.com/,FirstMark,,,,,,
Palantir,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"We build software that empowers organizations to effectively integrate 
their data, decisions, and operations.",https://www.palantir.com/,FirstMark,,,,,,
Augury,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"Augury's end-to-end solutions provide industry leaders with early, 
actionable and comprehensive insights into machine health and performance.",http://www.augury.com/,FirstMark,,,,,,
KONUX,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"KONUX combines Machine Learning algorithms and IoT to deliver 
software-as-a-service solutions for operation, monitoring, and maintenance 
process automation",http://www.konux.com,FirstMark,,,,,,
Sight Machine,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"A Single Data Foundation for Operations and Analysis. Continuously 
transform and analyzes all plant data so that you can focus on improving 
production.",http://www.sightmachine.com/,FirstMark,,,,,,
Tachyus,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,Accelerating Digital Transformation for Energy Sustainability,http://www.tachyus.com/,FirstMark,,,,,,
Altana,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"Altana AI enables trusted commerce by providing the single source of truth 
on the global supply chain.",https://altana.ai/,FirstMark,,,,,,
CloudNC,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"CloudNC develops advanced software that enables companies to create 
efficient and reliable manufacturing processes in a single click.",https://cloudnc.com/,FirstMark,,,,,,
Cognitops,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"CognitOps helps supply chain leaders & operators better manage their 
buildings so they can make the best decisions, at the right time. Every 
time.",https://cognitops.com/,FirstMark,,,,,,
AVEVA,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"At AVEVA, we work with you and harness the power of our ecosystem, to 
deliver solutions and expertise to optimize engineering, operations and 
performance.",https://www.aveva.com/,FirstMark,,,,,,
Doxel,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"Continuous performance monitoring and predictive insights to stay one step 
ahead of delays and cost overruns.",https://www.doxel.ai/,FirstMark,,,,,,
Fero Labs,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,"Fero offers cutting-edge machine learning in an easy-to-use web interface. 
Fero offers: Powerful blueprints that target key KPIs,.",https://www.ferolabs.com/,FirstMark,,,,,,
Flexciton,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,The intelligent advantage platform for streamlined chipmaking,https://www.flexciton.com/,FirstMark,,,,,,
Predix,AutoML,Data Analytics for Business Decisions,N/A,Large Scale Solutions,Predix.io is the customer control portal for the Predix IoT Platform,https://www.predix.io/,FirstMark,,,,,,
